,0
3847,5
961,9
8627,15
9376,25
13333,15
757,11
5313,21
2284,6
8423,17
4827,16
11893,3
807,17
3907,13
7023,10
1956,21
9209,4
10963,27
2402,21
9674,6
1073,23
6524,4
11433,2
13431,27
8095,4
10031,22
12020,19
10065,27
10747,28
1003,14
7658,6
12228,17
7566,22
12407,11
5368,28
10859,14
6289,3
8944,27
9182,28
985,12
9666,5
6169,16
10302,28
7384,28
9994,18
12275,23
12586,6
2462,28
268,6
7962,16
3580,28
71,9
10924,22
10364,8
2821,17
12050,23
589,18
9402,28
8856,16
10446,18
9718,11
3758,22
6845,16
2028,2
9241,8
5454,10
8887,19
12428,14
8817,11
13053,8
2432,25
4647,21
8668,20
896,1
11066,12
1587,3
6686,24
1719,19
6100,7
3806,28
10329,4
3961,20
7036,12
11374,22
890,28
12100,1
4006,25
4939,2
10656,17
10710,23
5898,10
10127,6
10157,10
584,18
3932,16
1260,18
9392,27
310,11
1716,19
6009,24
2052,5
9349,21
4668,24
4298,6
6646,19
3783,25
1008,15
7347,23
12627,11
12589,6
8383,12
9543,17
4059,4
90,12
1987,25
10519,27
7279,14
10796,6
12754,27
11663,2
11563,18
2925,2
11565,18
8185,16
5884,8
2341,13
10198,15
9565,20
627,23
10551,3
7545,20
8735,28
4765,8
12909,18
128,17
10739,27
9350,21
4182,19
7299,17
6995,7
2398,20
12026,20
1186,9
9443,5
13062,9
5314,21
4247,27
12840,10
1096,26
6653,20
1273,20
5698,13
8641,17
6797,10
6615,15
3358,28
7755,18
183,23
10168,12
6513,3
4567,11
6603,14
11153,23
1961,22
4992,9
4891,24
8039,25
5869,6
12742,25
6226,23
10121,6
9532,16
1251,17
3176,6
3359,28
9251,9
8630,15
10418,15
12082,27
7411,3
7538,19
1051,20
8464,23
4763,8
1874,11
7282,15
10249,22
4322,9
5831,1
10907,20
8728,28
10468,21
4485,1
3924,15
8572,8
9939,11
7850,2
3113,26
3303,21
1690,16
8638,16
5048,16
9058,13
3308,22
1504,21
1806,2
3871,8
3791,26
12797,4
9372,24
1717,19
2696,2
1848,8
4512,5
12312,28
6622,16
3435,10
11656,2
142,18
9434,4
6992,7
9073,15
8862,16
1117,28
1756,24
497,7
6751,4
870,25
3357,28
7678,8
721,7
886,27
12906,18
9870,2
11165,24
8347,8
8102,5
11686,5
9180,28
314,12
12475,20
10054,25
4204,22
5850,4
6129,11
5447,9
3129,28
1996,26
9987,17
3968,21
10630,13
336,15
10631,13
11253,7
10908,20
2985,10
4620,18
6531,5
10720,25
3558,25
13001,2
3416,8
307,11
13341,16
10215,17
348,16
5918,12
7243,10
12773,1
4482,1
8263,25
9053,12
6855,17
10938,24
9627,28
12418,13
9033,10
1666,13
7579,24
5570,25
52,7
8940,26
6263,27
1445,13
8829,12
9140,23
1695,16
1574,1
9975,15
4405,19
1630,8
11305,14
1881,12
5074,19
5509,17
11860,27
11240,6
9563,20
9336,20
186,24
5558,23
7185,3
12424,14
10337,5
6587,12
1234,15
9413,1
3915,14
446,28
844,22
5201,7
11818,22
10375,9
2440,26
3103,24
7692,10
4774,9
6974,4
6094,6
2153,18
5518,18
10772,3
5067,18
11345,19
10369,9
11196,28
776,14
8417,17
12651,14
6324,7
4920,28
12110,2
12763,28
9784,20
3136,1
11321,16
5462,11
3183,6
11162,24
7522,17
10684,20
3199,8
10189,14
1289,22
12788,3
12831,8
12585,6
7542,19
1879,11
12749,26
8973,2
5457,11
2148,17
4131,13
1036,18
12807,5
4134,13
649,26
6711,27
861,24
191,24
8301,2
6026,26
1942,19
4331,10
11898,4
7972,17
10412,14
10072,28
10170,12
2775,11
4145,15
2617,20
2411,22
1094,25
6065,3
1546,26
4589,14
6034,27
6953,2
3135,28
3856,7
12390,9
6419,19
3805,28
8898,21
7431,5
6774,7
11805,20
464,3
1257,18
2259,3
5630,4
13023,4
6231,23
7382,27
11099,16
1262,18
7212,6
975,10
11423,28
5866,6
6582,11
2387,19
13077,11
5021,12
7129,24
11231,4
3882,10
6055,1
12210,15
9582,22
3875,9
2789,13
1857,9
11654,1
4108,10
5213,8
8281,28
3255,15
7323,20
2690,1
7389,28
4627,19
10032,23
1319,25
10162,11
13280,9
5162,2
9767,17
11369,22
1135,2
4529,7
3505,19
4749,6
7086,18
8925,24
13262,6
6336,9
11851,26
6982,5
11444,3
2505,6
2904,28
570,16
1448,14
3414,7
10838,11
10695,21
6837,15
3226,12
13097,14
4383,16
7845,1
3539,23
12236,18
12038,21
2827,18
5780,23
4996,9
1338,28
3262,16
7876,5
9709,10
6838,15
5741,18
650,26
6039,27
2258,3
5395,3
11740,12
7082,18
10452,19
3521,21
10116,5
4478,28
5660,8
67,9
12595,7
10663,17
7609,28
1258,18
10736,27
11452,4
991,12
3504,19
8305,3
919,3
165,21
8861,16
12036,21
4594,15
10899,19
2850,21
11696,7
13411,25
10920,22
4460,26
12527,26
6623,16
11272,10
8490,26
2735,6
5669,9
4988,8
12087,27
2378,18
10057,26
4172,18
8092,4
10752,1
2103,11
3759,22
10487,23
1837,6
10799,6
11166,24
5710,14
8799,8
4500,3
1093,25
13360,19
6718,28
9664,5
160,21
203,26
6483,27
3940,17
4933,1
7647,4
1230,14
3046,17
7957,15
2915,1
12201,14
4251,28
6111,8
6204,20
2725,5
4290,5
4334,10
383,20
7485,12
4886,23
857,24
370,19
6539,6
2561,13
3801,28
5455,10
9119,20
11049,10
6859,18
12972,26
13192,26
12907,18
5944,16
615,21
2575,14
53,7
9594,24
3340,26
10196,15
12176,11
9060,13
9016,8
5876,7
13058,9
1812,3
990,12
9330,19
11275,10
8411,16
2942,4
3163,4
4678,25
2618,20
3612,4
8235,22
7871,4
12747,26
3792,27
9090,17
3439,10
1892,13
12957,24
12540,28
5255,13
5167,2
6460,24
1505,21
9297,15
670,28
897,1
3306,22
8026,24
6239,24
2890,26
6003,23
7739,16
10254,22
9745,15
8397,14
2,1
11429,1
6079,4
531,11
13163,22
8181,15
11628,26
6476,26
13091,13
11392,25
8923,24
3406,6
5991,21
6328,8
9315,17
2565,13
2581,15
10981,1
8385,13
2607,18
9417,2
12731,24
2104,12
12499,23
9592,24
12302,26
4994,9
10066,27
5057,17
658,27
4434,23
12764,28
3816,2
6773,7
12668,16
7260,12
3904,13
11962,12
6811,12
9690,8
3700,15
10428,16
1788,28
11415,27
6314,6
3645,8
1776,27
192,25
9012,7
9211,4
11560,18
5388,2
9253,9
4951,3
2687,28
4390,17
4927,28
5552,23
10498,25
238,2
12455,17
12864,13
6901,23
9838,26
13315,13
9727,12
8640,17
5097,22
9725,12
10039,23
9278,12
3552,25
13398,23
3360,1
8328,6
5628,4
7751,17
5783,23
4507,4
13426,27
146,19
9920,9
2294,7
7178,2
12818,7
9668,5
12738,25
11160,24
8690,23
7081,18
4733,4
8912,23
4384,17
9222,5
12981,27
10392,12
4545,9
596,19
12273,23
11356,20
5164,2
12294,25
1647,10
6815,12
2700,2
1700,17
2773,11
6968,4
8143,10
6219,22
86,11
11917,6
10994,3
11765,15
2594,17
1029,17
136,18
6972,4
7024,11
2854,21
1200,11
6121,10
8758,3
11396,25
6296,4
3927,15
11866,28
8468,23
3606,3
11977,14
2330,12
2187,22
195,25
5059,17
802,17
2668,26
241,3
2068,7
10410,14
11763,15
644,25
5103,22
1637,9
7552,21
8312,4
3074,21
9014,7
7296,17
3278,18
8003,21
4970,6
9570,21
8326,5
6915,25
9403,28
7829,27
62,8
11461,5
10689,21
9839,26
11606,23
679,1
2041,4
8933,25
5307,20
9992,18
3641,8
11101,16
10949,25
3258,16
1873,11
4744,6
2912,1
4027,28
5488,15
11605,23
8024,24
7786,22
12434,15
6864,19
489,6
8685,22
690,3
602,20
1014,15
869,25
1993,26
7610,28
5283,17
4370,15
1361,3
1526,23
1629,8
1551,26
9618,27
13024,5
1337,28
3901,12
5041,15
8252,24
9830,25
5039,14
2346,14
12483,21
5485,14
11919,6
5694,12
5119,24
5166,2
1134,2
8342,7
9341,20
4017,27
2424,24
4138,14
859,24
2962,7
8089,4
10923,22
10402,13
11509,11
11405,26
1364,3
11877,1
1779,27
12623,10
2101,11
1818,4
369,19
4937,2
5285,17
8367,10
12973,26
7071,16
2093,10
7817,26
1920,17
82,11
7331,21
7304,18
816,19
4396,18
8475,24
6124,10
4120,12
11554,17
11920,7
1813,3
1271,19
8751,2
2994,11
11413,27
6409,18
2642,23
9343,20
2305,9
9804,22
13055,8
4195,21
11224,4
3849,6
13236,3
11276,10
12872,14
3554,25
2195,23
2600,18
6163,15
1518,22
11298,13
10751,28
6309,5
5755,20
5633,5
8399,14
12511,24
7162,28
12673,17
9892,5
1988,25
7737,16
517,9
6160,15
10081,1
13369,20
10846,12
9728,13
4456,26
2761,10
6481,27
5911,11
12131,5
6547,7
4855,19
7644,4
11907,5
13021,4
6358,11
2438,25
3765,23
6432,21
8643,17
7846,1
9581,22
12058,24
6340,9
4821,15
18,3
3560,26
3951,18
49,7
13302,11
887,27
6261,27
7236,9
6989,6
6043,28
8708,25
3168,5
2949,5
1424,11
139,18
3197,8
5131,26
112,15
8160,13
13127,17
4559,10
4595,15
4690,27
7951,14
10045,24
3277,18
4068,5
4408,20
12863,12
11538,15
451,1
7262,12
3731,19
7256,12
12028,20
4986,8
3663,10
2763,10
8850,15
9901,6
1855,8
999,13
389,21
6426,20
1476,17
2240,1
13199,26
8112,7
992,13
7032,12
4997,9
3922,15
2972,8
6871,19
10148,9
4769,9
1293,22
4173,18
2535,9
12278,23
1907,15
11144,22
12762,28
8560,7
6033,27
7619,1
1151,4
1567,28
3171,5
7106,21
4160,17
4287,4
2230,27
174,22
1903,14
9291,14
8752,3
9876,3
3408,7
1538,25
2292,7
1363,3
4357,13
5260,14
10044,24
10212,17
680,2
10623,12
3664,11
1661,12
508,8
166,21
11135,20
9198,2
11209,2
7365,25
1914,16
7263,12
12953,24
13105,15
7361,25
1104,27
10539,2
5310,20
10155,10
5754,20
152,20
12506,24
5679,10
12283,24
3551,24
3722,18
13257,6
11490,9
4538,8
12698,20
8463,22
1991,25
13298,11
8501,27
5141,27
3811,1
11701,7
3450,12
4591,14
7352,24
205,26
9327,18
6680,24
2749,8
8497,27
1849,8
13332,15
3240,14
10671,18
3109,25
5934,14
11005,4
5810,27
8575,8
5634,5
4307,7
3156,3
6534,5
11678,4
11141,21
8891,20
3832,4
11710,8
4776,10
7997,20
4276,3
13348,17
9554,19
12903,17
278,7
6771,7
7415,3
3252,15
9608,26
12634,12
289,9
3075,21
13242,4
11207,1
270,6
4570,12
11797,19
6696,26
4316,8
3180,6
1422,10
8275,27
9065,14
10611,11
4557,10
7812,25
6297,4
9849,28
13032,6
1132,2
6242,25
11722,10
12591,6
7423,4
10288,27
10996,3
5520,19
9408,1
11697,7
10082,1
9256,10
3786,26
10009,20
8345,8
2161,19
3008,13
1105,27
9924,9
692,3
4956,4
8307,3
4369,15
2765,10
3929,16
10264,24
13204,27
7778,21
628,23
2451,27
9602,25
3824,3
12065,25
13385,22
3743,20
2176,21
6689,25
8858,16
3318,23
12847,10
7432,6
2787,13
1196,10
1676,14
3947,18
7618,1
4444,24
5722,16
10480,23
11395,25
2369,17
4967,5
2217,26
8148,11
3326,24
9985,17
3583,28
13140,19
13205,27
3619,5
6217,22
2468,1
8277,27
13102,14
5973,19
3667,11
5158,1
7594,26
6976,5
3423,8
8199,17
2409,22
3212,10
11507,11
5366,27
10010,20
6593,13
2895,26
11762,15
12385,9
3642,8
9972,15
9910,7
11274,10
9475,9
11577,20
9061,13
13025,5
12045,22
8548,5
13316,13
5451,10
7160,28
7866,4
2743,7
13343,16
4958,4
6474,26
7888,7
8811,10
492,6
1116,28
5637,5
11804,20
13266,7
9963,14
11572,19
6589,12
12191,12
7557,21
10979,1
5241,12
12423,13
2783,12
9898,6
1696,17
5685,11
2295,7
5939,15
7763,19
3313,23
4781,10
8350,8
10021,21
7605,27
215,27
6707,27
11075,13
8682,22
12281,24
3483,16
7006,8
5102,22
6599,13
3764,23
10669,18
6410,18
10191,14
25,4
7659,6
11718,9
12373,7
11585,21
6683,24
9171,27
11057,11
8584,10
10384,11
11823,22
12495,22
12970,26
11131,20
1102,26
3276,18
5345,25
12365,6
11826,23
8386,13
8835,13
11384,24
13429,27
2207,24
4552,10
4402,19
7395,1
3718,17
972,10
4579,13
6516,3
719,6
6155,14
12679,17
2803,15
2566,13
4025,28
6198,19
8224,21
11872,1
4063,4
2792,14
2222,26
5818,28
3866,8
9730,13
11644,28
3227,12
4214,23
3923,15
10042,24
1401,8
8931,25
7703,11
4979,7
3253,15
11599,22
2661,25
2158,18
8578,9
8088,4
674,1
11319,15
7011,9
12429,14
3841,5
1815,3
11188,27
13224,2
2100,11
11843,25
6708,27
1673,14
4213,23
9785,20
1548,26
9723,12
8547,5
5184,5
1461,15
12617,10
3220,11
12810,6
12314,28
7170,1
7430,5
12823,7
1751,23
3976,22
8353,9
1772,26
9388,26
2016,1
2005,27
3893,11
3237,13
4424,22
8588,10
2257,3
4072,6
5574,25
9083,16
12780,2
5355,26
8418,17
6093,6
7935,12
10890,18
1519,22
10991,2
1378,5
5672,10
9215,4
2587,16
13128,18
5621,3
13043,7
11073,13
5842,3
7122,23
5832,2
4888,24
5904,11
522,10
8043,26
3607,3
9120,21
234,2
3796,27
6318,6
7094,19
1948,20
6361,12
12635,12
6091,6
12214,15
2224,27
9298,15
9010,7
5571,25
4523,6
5793,25
11812,21
5738,18
2624,21
4728,4
7818,26
8859,16
13326,14
12258,21
9080,16
12765,28
2437,25
6056,2
9009,7
6352,11
3167,4
1809,3
10885,17
7161,28
9456,7
5086,20
10832,11
7016,10
10483,23
4945,3
6046,28
11255,7
12446,16
6919,25
5590,27
7226,8
1228,14
10366,8
6846,16
8244,23
10407,13
6555,8
159,20
8851,15
1589,3
13228,2
12751,26
12728,24
12548,1
6687,24
12562,3
10126,6
10655,16
7480,12
12449,17
1556,27
2828,18
436,27
5789,24
10970,28
1588,3
7398,1
2780,12
12070,25
9242,8
5686,11
3965,20
4727,3
9165,26
1238,15
2951,5
9818,24
12078,26
1497,20
6465,25
7355,24
7823,26
7547,20
7913,10
11510,11
5185,5
5647,6
12628,11
5242,12
2130,15
2092,10
5409,5
187,24
10545,3
7938,13
3655,9
3426,9
10313,2
1381,5
10501,25
8605,12
7427,5
5037,14
4897,25
3175,5
10721,25
8448,21
13304,12
10654,16
2235,28
8068,1
4236,26
9981,16
10293,27
9764,17
24,4
3363,1
1088,25
8733,28
13412,25
2841,20
7537,19
7470,10
12529,27
4152,16
9501,12
695,3
12552,2
6337,9
1227,14
1999,26
276,7
5929,14
2953,6
3637,7
3906,13
4778,10
5845,3
13037,6
4117,11
1137,3
2767,10
8182,15
10665,18
7661,6
9134,22
10003,19
2490,4
13015,3
7742,16
3935,16
2384,19
8016,23
7084,18
115,15
1863,9
3119,26
4258,1
12409,12
11940,9
2819,17
10255,22
10100,3
12215,15
4699,28
3802,28
6068,3
3536,23
3825,3
6642,19
11619,25
1946,20
11735,11
10266,24
11205,1
9802,22
7269,13
10494,24
7929,12
7166,28
6963,3
5867,6
4761,8
882,27
557,14
10904,20
1207,11
10194,15
7684,9
10394,12
9702,9
6538,6
3211,10
3630,6
1708,18
8458,22
1140,3
3162,4
6207,20
3730,19
2660,25
8848,15
1307,24
2567,13
9190,1
2834,19
12869,13
9429,3
2151,17
10491,24
3835,4
13033,6
10309,1
12186,12
9326,18
5004,10
6626,17
9495,11
1627,8
10761,2
9714,11
13184,25
358,17
138,18
8491,26
9748,15
382,20
12885,15
4857,20
12496,23
1439,12
9569,21
946,7
5498,16
4916,27
8556,6
1932,18
2352,15
3236,13
9493,11
11811,21
3807,28
1936,19
11967,12
4154,16
8988,4
2416,23
10295,27
6139,12
785,15
6789,9
8036,25
8315,4
12719,22
5668,9
2172,20
2169,20
6628,17
4009,26
4340,11
910,2
6268,28
2309,9
9449,6
6591,12
4458,26
7597,26
9370,24
11340,18
12549,1
4652,22
6218,22
442,28
3415,7
9591,23
11755,14
10308,1
9649,3
10540,2
5744,19
1054,20
11724,10
3699,15
929,5
6468,25
8767,4
1829,5
10401,13
10939,24
2011,28
913,3
7611,28
11067,12
10362,8
2606,18
4928,1
9783,19
6564,9
10942,24
6,1
7835,28
6583,11
3361,1
12901,17
1635,9
1141,3
359,17
2070,7
3134,28
5160,2
6990,6
3243,14
2242,1
1474,17
11541,15
3259,16
4020,27
11871,28
8566,7
3500,18
2658,25
11357,20
1130,2
1819,4
7461,9
10550,3
10513,27
10976,1
7064,16
4318,8
9342,20
4669,24
9428,3
5476,13
13221,1
11790,18
1856,9
2282,6
11693,6
4008,26
6401,17
13340,16
12465,19
386,21
1628,8
11324,16
12537,28
7718,13
10333,4
13397,23
9101,18
10058,26
1842,7
2497,5
201,26
10795,6
3868,8
5054,16
5889,9
2702,2
7922,11
331,14
3808,1
935,5
1774,26
10585,8
8611,13
12299,26
989,12
5443,9
11203,1
6993,7
11492,9
5806,26
11749,13
11700,7
6574,10
3052,18
11614,24
8365,10
4615,17
3321,24
10220,18
6246,25
6048,1
3311,22
10463,20
10580,7
12607,8
8210,19
3628,6
11910,5
1356,2
5002,10
10444,18
5823,28
12774,1
5670,9
3112,26
182,23
12288,25
10004,19
855,23
11331,17
4912,27
11482,8
1800,2
12441,16
5482,14
11201,1
1968,23
11193,28
10950,25
4697,28
4987,8
4650,22
1159,5
9405,28
10415,14
1325,26
10577,7
4796,12
6796,10
5808,27
13263,6
1455,14
5410,5
8333,6
2800,15
9836,26
7616,1
12025,20
7815,25
4378,16
8921,24
10691,21
6716,28
10128,7
3736,20
2261,3
7429,5
4005,25
9302,15
12064,25
2394,20
1185,9
2007,27
193,25
8770,5
5525,19
771,13
1478,17
1846,7
3740,20
10740,27
7986,19
405,23
12822,7
10088,2
11495,9
6317,6
6581,11
1447,13
342,15
7468,10
727,7
4577,13
9168,27
9250,9
3516,20
11948,10
10844,12
7156,27
7851,2
10178,13
9491,11
1348,1
660,27
1492,19
11010,5
11465,6
5154,1
9885,4
12882,15
9277,12
2524,8
10360,8
11389,24
5374,28
3198,8
5717,15
10242,21
12232,18
12125,4
8259,25
10807,7
40,6
11879,1
6816,13
10336,5
13188,25
2723,5
12350,4
11527,13
9335,19
13085,12
7155,27
10843,12
12399,10
7230,8
5075,19
7880,6
5394,3
9641,2
11497,10
7789,22
12557,2
4088,8
1967,22
12080,27
13089,13
12898,17
6999,7
423,25
12460,18
10096,3
12777,2
11529,14
6142,12
5661,8
9031,9
4596,15
2659,25
141,18
2597,17
6701,26
1377,5
3674,12
9658,4
13299,11
6362,12
12588,6
4741,5
1138,3
7374,26
1787,28
10792,6
4646,21
7568,23
459,2
6115,9
8179,15
948,7
9528,16
6370,13
4628,19
7358,24
5925,13
6040,28
441,28
6659,21
9794,21
8831,12
9046,11
3830,3
12629,11
6144,13
12166,9
6344,10
1958,21
9262,10
155,20
10707,23
4578,13
1089,25
6049,1
12311,27
9122,21
7950,14
1674,14
6763,6
11258,8
6416,19
12856,12
2326,11
7096,20
11543,15
12710,21
6450,23
1715,19
9890,5
9172,27
8381,12
9433,4
3831,3
6299,4
3348,27
12795,4
9177,28
10013,20
587,18
9346,21
12799,4
10091,2
2990,10
12480,21
10621,12
12868,13
9587,23
264,6
10605,10
6788,9
11445,3
10131,7
3864,8
6274,1
11668,3
13175,23
3711,16
8438,19
9786,20
1529,24
11032,8
923,4
10560,5
7329,21
4364,14
669,28
3604,3
5108,23
10102,3
12102,1
5248,13
7183,2
2591,16
5906,11
9973,15
6509,2
7133,24
2307,9
8804,9
3690,14
687,2
612,21
7167,28
11757,14
3200,9
6629,17
4135,13
1898,14
282,8
258,5
12671,16
4943,2
2822,17
3525,21
12985,28
5223,9
2285,6
6063,2
8078,2
4654,22
5000,10
6710,27
12542,28
8676,21
5416,6
475,4
2555,12
8087,3
7,1
6411,18
12320,1
11980,14
5546,22
2426,24
6744,4
10006,19
12944,23
2274,5
9203,3
1577,2
7264,13
9259,10
10183,13
3970,21
5879,7
11317,15
12546,1
7193,4
3867,8
12659,15
6823,13
7548,20
781,14
1749,23
6519,3
5774,22
9283,13
9369,24
2324,11
10271,24
5055,16
12116,3
1727,20
610,21
4666,24
5413,5
8103,5
8174,14
8535,3
3750,21
97,13
6985,6
3137,1
1537,25
3648,9
1517,22
12574,4
4624,19
6566,9
2090,10
7097,20
6171,16
7521,17
572,16
13300,11
12194,13
3062,19
597,19
6633,18
12675,17
7875,5
7345,23
6304,5
10791,5
12693,19
10982,1
5976,20
8562,7
1938,19
8100,5
1753,24
3670,11
10798,6
2361,16
4260,1
5432,8
6285,2
10587,8
12726,23
10537,2
11503,10
11143,21
5591,27
1171,7
7927,11
10819,9
9614,26
12575,4
11674,4
12319,28
874,26
2297,8
12510,24
2643,23
12461,18
5347,25
9032,10
13353,18
581,17
204,26
7896,8
9833,26
2014,28
905,2
631,23
8461,22
11204,1
1974,23
162,21
4998,9
11085,14
9557,19
4713,2
9067,14
1431,11
6868,19
12287,24
7710,12
7736,16
4283,4
7531,18
10697,22
10053,25
3384,4
12860,12
10918,21
11202,1
7462,9
3331,25
12821,7
6404,17
8895,20
2096,11
10195,15
11286,11
7999,20
5017,12
8738,1
1449,14
6900,23
2610,19
1900,14
8186,16
3920,15
2757,9
6397,16
10077,28
11651,1
2097,11
8329,6
12705,21
5624,4
9028,9
3471,14
8266,26
2171,20
12411,12
12347,4
8590,10
2010,28
13160,22
1283,21
10028,22
12911,18
1019,16
9518,14
8667,20
2810,16
11600,23
1651,11
12928,21
1169,7
9398,27
6256,27
5469,12
11739,12
10258,23
867,25
5093,21
5433,8
541,12
9324,18
13222,1
6354,11
12554,2
3390,4
10804,7
13352,18
3959,19
6643,19
6841,16
11133,20
3586,1
10854,13
2563,13
10708,23
5036,14
1080,24
5891,9
10277,25
4966,5
2023,1
12077,26
7909,9
11729,11
7321,20
226,1
1013,15
1929,18
11266,9
5251,13
9596,24
2179,21
697,4
1124,1
7378,27
12630,11
5110,23
7902,8
1778,27
10712,24
2634,22
7544,20
7604,27
3489,17
1037,18
10448,19
10983,1
8505,28
2649,24
10473,22
2979,9
2547,11
5132,26
2159,18
9114,20
6445,22
3967,20
1428,11
11850,26
2520,8
8033,25
11523,13
11603,23
13267,7
448,1
11406,26
9476,9
5995,22
10790,5
3727,18
7353,24
8553,6
6279,1
12012,18
7295,16
9496,12
6251,26
5926,13
2460,28
22,3
2066,7
1653,11
8894,20
8706,25
1376,5
1724,20
10660,17
3754,22
10517,27
8652,18
4183,19
4082,7
9678,6
8474,24
6579,11
4558,10
3537,23
7003,8
9560,20
12733,24
11056,11
8789,7
9951,12
646,25
6381,14
7527,17
13036,6
7165,28
10722,25
7697,11
12645,13
4875,22
12893,16
5341,24
11955,11
7031,11
2160,19
685,2
2461,28
7128,24
6267,28
4941,2
5946,16
4583,13
5784,24
10422,15
7569,23
12960,25
10512,27
521,10
8714,26
12003,17
3983,22
12855,11
11627,26
780,14
10613,11
13011,3
5607,1
5978,20
8843,14
3747,21
2196,23
8561,7
13285,9
4285,4
8569,8
10408,14
9832,26
9805,22
6979,5
1827,5
9154,25
13006,2
2376,18
8551,5
3839,4
1246,16
7504,15
6511,2
12305,27
5439,8
10229,19
12427,14
8964,1
10681,20
13065,10
12829,8
5510,17
5330,23
4531,7
9866,2
365,18
10873,16
13416,26
147,19
1668,13
11887,2
7650,5
8599,11
7788,22
3456,13
3271,17
4940,2
9223,5
10858,14
6230,23
13094,13
10895,18
9047,11
3926,15
11487,8
8080,3
78,10
7088,19
2247,1
11086,14
13370,20
11459,5
7451,8
8980,3
2279,5
8123,8
3897,12
11078,13
7177,2
9312,17
12713,22
3631,6
11590,21
6272,1
8616,14
392,22
3191,7
16,3
4200,22
2672,27
12834,9
6164,15
11031,7
3493,17
9651,3
7394,1
4839,17
593,19
12525,26
8737,1
5827,1
10749,28
7961,16
5887,8
2355,15
6036,27
4798,12
10634,14
11623,25
4592,15
8656,19
163,21
12454,17
12683,18
13144,20
7380,27
13382,21
10201,16
6356,11
9092,17
5542,21
6007,23
7993,20
7638,3
6793,10
7758,18
4837,17
2293,7
6548,7
7898,8
4481,1
3716,17
10837,11
6140,12
9956,13
1549,26
10331,4
2044,4
767,12
5693,12
7870,4
9700,9
7857,3
3302,21
4517,5
12200,14
10855,13
3292,20
9011,7
1403,8
1382,5
10340,5
6928,27
5671,9
1638,9
13167,22
6907,24
8591,10
6406,17
9074,15
1179,8
5448,10
10322,3
5078,19
8648,18
5175,3
10142,8
689,3
11899,4
6525,4
13198,26
6488,28
10145,9
7154,27
11602,23
6610,15
11513,12
4349,12
1884,12
11616,25
2494,4
5947,16
3036,16
5777,23
845,22
8734,28
7967,16
11401,26
7340,22
12101,1
11123,19
7137,25
2964,7
2529,9
5772,22
1048,20
7045,13
1960,22
2530,9
8429,18
4917,27
9325,18
5901,10
8286,28
4259,1
11609,24
11604,23
5656,8
6097,7
5907,11
7373,26
2978,9
11909,5
12507,24
6721,1
7842,1
8264,26
11795,19
3138,1
8325,5
13345,17
1826,5
5548,22
8785,7
10917,21
560,15
11842,25
8435,19
5435,8
4437,23
10382,10
8597,11
1442,13
8453,21
4406,19
12815,6
1689,16
13265,7
9917,8
12085,27
5962,18
2496,5
11001,4
340,15
2408,22
9793,21
11217,3
5782,23
4576,13
3725,18
13371,20
2785,13
9715,11
13135,18
1012,15
5280,17
4895,24
9958,13
7121,23
6549,7
4037,1
148,19
285,8
12978,27
8555,6
11290,12
9732,13
6770,7
4443,24
7446,7
236,2
12897,17
10754,1
7123,23
11215,2
13211,28
3083,22
10294,27
632,24
6813,12
2493,4
2665,26
13153,21
11488,9
12889,16
10526,28
10060,26
11974,13
4211,23
9686,7
10593,9
3874,9
9424,3
10853,13
2817,17
11092,15
12826,8
13191,25
12069,25
7426,5
11562,18
11386,24
12374,7
9777,19
1735,21
7397,1
4255,28
11119,18
2475,2
10756,1
13417,26
3713,17
12066,25
1804,2
707,5
12362,6
5189,5
11695,6
5472,13
72,10
7843,1
5101,22
6764,6
9382,25
10793,6
1125,1
1241,16
11072,13
2349,14
6602,14
6780,8
9769,18
4358,13
1343,28
13422,26
11671,3
12878,14
8632,16
6652,20
1100,26
10829,10
9160,26
8841,14
9738,14
7327,20
7622,1
987,12
10658,17
2852,21
8853,15
630,23
1249,17
3179,6
482,5
9776,19
9654,3
3040,17
5010,11
11742,12
7000,8
3273,18
7227,8
3683,13
6674,23
6807,11
13087,12
1316,25
3225,12
1072,23
4815,14
11360,21
10823,9
9852,28
5752,20
10617,12
12296,26
4616,18
3097,24
12680,18
6869,19
1300,23
7285,15
6284,2
11916,6
5495,15
5291,18
9600,25
10037,23
1798,1
9667,5
5203,7
8227,21
5047,15
6441,22
8636,16
8105,6
2359,15
12610,9
3654,9
7052,14
1286,21
12268,22
4445,24
2137,16
6787,9
10828,10
9873,3
13107,15
11436,2
12047,22
6894,22
9884,4
11515,12
10733,26
8564,7
7151,26
963,9
6012,24
4882,23
140,18
12132,5
8906,22
6936,28
6542,6
5243,12
10030,22
4431,22
11227,4
406,23
8212,19
9196,2
11242,6
10603,10
10737,27
11595,22
10582,7
9135,22
8234,22
11022,6
4399,18
5252,13
11,2
4760,8
1177,8
10139,8
10693,21
2863,22
6471,25
6228,23
9218,5
2989,10
9153,25
11081,14
7117,22
7010,9
11501,10
8927,24
1440,13
13100,14
2875,24
9108,19
12227,17
11821,22
7232,9
3726,18
2772,11
9816,24
454,1
9013,7
8189,16
1367,3
3712,17
13244,4
1388,6
9042,11
1000,14
7761,19
3553,25
4114,11
9829,25
1667,13
3173,5
9539,17
12633,12
488,6
3230,12
3828,3
10824,10
11630,26
5208,8
7848,2
5704,14
12961,25
8133,9
703,4
5105,23
11952,11
3291,20
8125,8
10600,10
9519,14
